Country name,Population,Income group,WHO Region,GRSSR participation 2009,GRSSR participation 2013,GRSSR participation 2013,GRSSR participation 2015,GRSSR participation 2018,GRSSR participation 2013,GRSSR participation 2013,Reported fatalities,Year reported fatalities,Reported fatalities gender distribution  (% Males),Reported fatalities gender distribution  (%Females),Reported fatalities user distribution  (% powered light vehicles),Reported fatalities user distribution  (% powered 2/ wheelers),Reported fatalities user distribution  (% pedestrian),Reported fatalities user distribution  (% cyclist),Reported fatalities user distribution  (% other),WHO-estimated road traffic fatalities,Lower bound WHO-estimated road traffic fatalities,Upper bound WHO-estimated road traffic fatalities,Year WHO-estimated road traffic fatalities,WHO-estimated rate per 100 000 population,National law on universal access to emergency care,emergency care access legislation not validated,National law guaranteeing free-of-charge access to rehabilitative care for all injured,Access to rehab care legislation not validated,National law guaranteeing free-of-charge access to psychological services to road crash victims and their families,Psychological care access legislation not validated,National good Samaritan law,Good Samaritan law not validated,National emergency care access number,National target for time between serious crash and initial provision of professional emergency care,Year by National target for time between serious crash and initial provision of professional emergency care (year),Total paved kilometres (year),Year total paved kilometres,"Presence of technical standards for new roads that take account of all road-user safety, or align with relevant UN Conventions and regulate compliance with them",On roads technical standards country adheres to corresponding UN or equivalent international safety regulation,Presence of systematic approaches to assess/audit new roads,National law requiring a formal road safety inspection/assessment,Legislation on road inspection/assessment not validated,Target for roads to meet technical safety standards for all users,Year by target for roads to meet technical safety standards for all users (year),Investments to upgrade high risk locations,Total registered vehicles,Total registered vehicles rate per 100 000 pop,Cars and 4-wheeled light vehicles,Powered 2- and 3-wheelers,Heavy trucks,Buses,Other,Legislation on periodic vehicle technical inspection,On VTI country adheres to corresponding UN or equivalent international safety regulation,On VTI corresponding EU regulation mandatory for country.,Year total registered vehicles,Presence of high-quality safety standards for used-vehicle imports/exports 2,National law on front and side impact protection,On front and side impact protection country adheres to corresponding UN or equivalent international safety regulation,On front and side impact protection corresponding EU regulation mandatory for country.,Front and side impact protection legislation not validated,National law on seat belt and seat belt anchorages,Country adheres to corresponding UN or equivalent international safety regulation,Corresponding EU regulation mandatory for country.,National law on electronic stability control,On ESC country adheres to corresponding UN or equivalent international safety regulation,On ESC corresponding EU regulation mandatory for country.,National law on pedestrian protection,On pedestrian protection country adheres to corresponding UN or equivalent international safety regulation,On pedestrian protection corresponding EU regulation mandatory for country.,National law on motorcycle anti-lock braking systems,On ABS country adheres to corresponding UN or equivalent international safety regulation,On ABS corresponding EU regulation mandatory for country.,Government vehicle procurement practices include safety prerequisites,Presence of strategies to promote alternatives to individuals' use of powered vehicles,National road safety strategy,Fatality reduction target,Year by fatality reduction target,Non fatal reduction target (year),Year by non fatal reduction target,Funding to implement strategy,National legislation mandating third-party liability insurance for powered vehicles,Insurance legislation not validated,National law on driving time and rest periods for professional drivers,On driving time legislation country adheres to corresponding UN or equivalent international safety regulation,CP_109_FN66,On driving time legislation  not validated,Adhesion to at least one of the 7 UN core vehicle regulations,Adherence to one or more of the 7 UN road safety conventions,Presence of national lead agency to implement  national road safety action plan,Presence of agencies that  coordinate pre‐hospital and emergency medical services,Legislation setting appropriate urban speed limits for passenger cars and motorcycles,Speed legislation not validated,National law setting a speed limit,Maximum urban speed limit,Maximum rural speed limit,Maximum motorway speed limit,Local authorities can modify limits,Presence of targets to reduce speeds nationally,Year by targets to reduce speeds nationally,Available types of enforcement,Legislation on drink driving,Drink an drive legislation not validated,Alcohol consumption prohibited in country,National law on drink-driving,BAC limit – general population,BAC limit – young or novice drivers,Presence of targets to reduce driving after drinking nationally (year),Year by targets to reduce driving after drinking nationally,Random breath testing carried out,Testing carried out in case of fatal crash,Legislation on drug driving,Drug and diving legislation not validated,Legislation on distracted driving (mobile phones) while driving,Distracted driving legislation not validated,Ban on mobile phone use (Hand held),Ban on mobile phone use (Hand free),Presence of targets to reduce distracted driving nationally,Year by targets to reduce distracted driving nationally (year),Legislation requiring adult motorcycle riders to wear a helmet properly fastened that meets appropriate standards,Helmet legislation not validated,National motorcycle helmet law,Legislation requires helmet fastening,Legislation applies to drivers and passengers,Legislation applies to all road types,Legislation applies to all engine types,Legislation refers to and/or specifies helmet standard,Helmet standard adheres to corresponding UN or equivalent international safety regulation,Helmet standard corresponding EU regulation mandatory for country.,Presence of targets to increase helmet use,Year by target to increase helmet use,Helmet wearing rate (%Driver),Helmet wearing rate (% Passenger),Minimum age/height children are allowed as passengers on motorcycles nationally,Legislation on the use of seat belts for all motor vehicle occupants (UNVTI 8a),Seat belt legislation not validated,National seat-belt law,Legislation applies to front and rear seat occupants,Presence of targets to increase seat belt use,Year by target to increase seat belt use (year),Seat-belt wearing rate  (% Drivers),Seat-belt wearing rate (% front seat occupants),Seat-belt wearing rate  (% rear seat occupants),Legislation requiring the use of child safety restraint systems that meet appropriate standards,CRS legislation not validated,National child restraints use law,Children seated in front seat,Age or height specified for children requiring child restraint,Child restraint standard referred to and/or specified,CRS standard adheres to corresponding UN or equivalent international safety regulation,CRS standard corresponding EU regulation mandatory for country.,Presence of targets to increase child safety restraint use,Year by targets to increase child safety restraint use,Civil Registration and Vital Statistics level,Evolution of frequency and distribution of journeys by modal type,Speeding violations and speeding‐related injuries and fatalities,Driving under the influence of alcohol or drugs  and related road traffic‐related fatalities and injuries,Seat belt  and child-restraint systems use,Powered 2- and 3- wheeler helmet use,Mobile phone use while driving,Evolution of population,Evolution of income group,Evolution of reported fatalities,Evolution of WHO-estimated fatalities,Evolution of WHO-estimated fatality rate,Evolution of presence of systematic approaches to assess/audit new roads,Evolution of investments to upgrade high risk locations,Evolution of total registered vehicles,Evolution of cars and 4-wheeled light vehicles,Evolution of powered 2- and 3-wheelers,Evolution of heavy trucks,Evolution of buses,Evolution of other,Evolution of national emergency care access number,Evolution of strategies to promote alternatives to individuals' use of powered vehicles,Evolution of National road safety strategy,Evolution of fatality reduction target,Evolution of non fatal reduction target,Evolution of national lead agency to implement  national road safety action plan,Evolution Legislation setting appropriate urban speed limits for passenger cars and motorcycles,Evolution of national law setting a speed limit,Evolution of maximum urban speed limit,Evolution of maximum rural speed limit,Evolution of maximum motorway speed limit,Evolution of whether local authorities can modify limits,Evolution of available types of enforcement,Evolution of legislation on drink driving,Evolution of national law on drink-driving,Evolution of BAC limit – general population,Evolution of BAC limit – young or novice drivers,Evolution of Random breath testing carried out,Evolution of Testing carried out in case of fatal crash,Evolution of Legislation on drug driving,Evolution of Legislation on distracted driving (mobile phones) while driving,Evolution on ban on mobile phone use,Evolution of Legislation requiring adult motorcycle riders to wear a helmet properly fastened that meets appropriate standards,Evolution of National motorcycle helmet law,Evolution of presence of targets to reduce driving after drinking nationally,Evolution of legislation applies to drivers and passengers,Evolution of legislation applies to all road types,Evolution of legislation applies to all engine types,Evolution of legislation refers to and/or specifies helmet standard,Evolution of Helmet wearing rate,Evolution of minimum age/height children are allowed as passengers on motorcycles nationally,Evolution of legislation on the use of seat belts for all motor vehicle occupants,Evolution of national seat-belt law,Evolution of legislation applies to front and rear seat occupants,Evolution of seat-belt wearing rate,Evolution of legislation requiring the use of child safety restraint systems that meet appropriate standards,Evolution of national child restraints use law,Evolution of children seated in front seat,Evolution of age or height specified for children requiring child restraint,Evolution of child restraint standard referred to and/or specified,Evolution in Civil Registration and Vital Statistics qualification,Evolution in adhesion UN conventions,Year WHO-estimated road traffic fatalities (Update),Year WHO-estimated road traffic fatalities (Update),2010 WHO-estimated road traffic fatalities (update),2010 Lower bound WHO-estimated road traffic fatalities (update),2010 Upper bound WHO-estimated road traffic fatalities (update),2010 WHO-estimated rate per 100 000 population (update),Year WHO-estimated road traffic fatalities (Update),Year WHO-estimated road traffic fatalities (Update),2016 WHO-estimated road traffic fatalities (update),2016 Lower bound WHO-estimated road traffic fatalities (update),2016 Upper bound WHO-estimated road traffic fatalities (update),2016 WHO-estimated rate per 100 000 population (update)
Jamaica,2827695,Upper middle income,Region of the Americas,2009.0,2013,2023,2015.0,2018.0,2013,2023,487.0,2021,89.0,11.0,0.0,36.94,19.71,5.95,37.4,502.0,454.0,550.0,2021,17.8,Yes,,Yes,,,77,No,,"National, multiple numbers",,,504.0,2016.0,Yes,,No,Yes,,No,,No,783321.0,27701.75001193552,,21810.0,,,,Yes,,,2021.0,Yes,Yes,,,,Yes,,,No,,,No,,,No,,,Yes,No,No,,,,,Not funded,Yes,,Yes,,,,True,1,Yes,"Yes, national",1,,Yes,80.0,80.0,80.0,No,National,,Manual,2,,,Yes,0.08,0.08,No,,No,No,Yes,,Yes,,Hand held,,No,,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2022,,,No,3,,Yes,Yes,No,,,,,1,,Yes,No,,Yes,,,No,,1.0,Partially,Yes,Yes,No,No,No,UP,NO CHANGE,INCREASE,UP,UP,CHANGE,CHANGE,UP,,INCREASE,,,,CHANGE,NO CHANGE,NO CHANGE,,CHANGE,NO CHANGE,CHANGE,NO CHANGE,UP,UP,,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,329.0,303.0,354.0,12.0,2010,2016,391.0,356.0,425.0,14.0
Japan,124612530,High income,Western Pacific Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,3205.0,2021,67.5,32.5,27.36,11.62,35.41,16.41,9.200000000000001,3304.0,2910.0,3699.0,2021,2.7,,77,,77,,77,,77,"National, single number",,,1011812.0,2019.0,Yes,55,No,Yes,,No,,Yes,82174944.0,65944.36691077534,,,,,,,,,2021.0,,Yes,55,,,,55,,Yes,55,,Yes,55,,Yes,55,,,No,,,2025.0,,2025,"Yes, partially funded",Yes,,,,,77,True,3,Yes,,1,,Yes,60.0,60.0,100.0,Yes,National,,Automatic,2,,,Yes,0.03,0.3,National,,No,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,National,,2,,Yes,No,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",,,,No,3,,Yes,Yes,"Yes, national",,99,97,50,2,,Yes,Yes,6 y,Yes,55,,"Yes, national",,1.0,No,,Yes,Yes,Yes,No,DOWN,NO CHANGE,DECREASE,DOWN,DOWN,CHANGE,NO CHANGE,DOWN,,,,,,NO CHANGE,NO CHANGE,,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,DECREASE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,6619.0,6074.0,7164.0,5.2,2010,2016,4887.0,4351.0,5423.0,3.8
Jordan,11148278,Upper middle income,Eastern Mediterranean Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,589.0,2021,77.4,22.6,71.3,0.0,28.7,0.0,0.0,1514.0,1281.0,1747.0,2021,13.6,Yes,,No,,,77,No,,"National, single number",,2023,9811.0,2021.0,Yes,,No,Yes,,Yes,2023,Yes,1752104.0,15716.36444659884,1620045.0,13756.0,81967.0,26589.0,29395,Yes,,,2021.0,Yes,Yes,,,,No,,,No,,,No,,,Yes,,,Yes,No,Yes,50.0,2023.0,20,2023,,Yes,,Yes,,,,True,1,No,,1,,Yes,90.0,120.0,120.0,Yes,National,2023,Manual,2,,,Yes,0.08,0.08,No,,No,Some (not all) drivers are tested,Yes,,Yes,,Hand held,,No,,2,,Yes,No,Drivers and Passengers,Yes,Yes,Yes,,,No,,,,No,2,,Yes,Not all,No,,20.3,5,0.5,1,,No,Yes,,No,,,"Yes, national",2023,4.0,,Yes,Yes,No,Yes,Yes,UP,NO CHANGE,DECREASE,UP,UP,CHANGE,NO CHANGE,UP,INCREASE,INCREASE,DECREASE,DECREASE,INCREASE,NO CHANGE,NO CHANGE,CHANGE,CHANGE,,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,862.0,723.0,1000.0,12.4,2010,2016,1522.0,1284.0,1759.0,15.3
Kazakhstan,19196465,Upper middle income,European Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,2270.0,2021,,,63.9,1.0,27.3,0.0,7.8,2340.0,2147.0,2534.0,2021,12.2,Yes,,Yes,,Yes,,No,,,,,,,,55,,Yes,,,,,4338639.0,22601.23934276441,,,,,,Yes,55,,2021.0,,No,,,,Yes,,,No,55,,Yes,55,,Yes,55,,,,,,,,,,Yes,,Yes,55,,,True,6,Yes,,1,,Yes,60.0,110.0,140.0,No,,,Automatic,2,,33,Yes,0.05,0.05,National,,No,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,,,1,,Yes,Yes,Drivers and Passengers,Yes,No,No,,,,,,,Yes (12 y),3,,Yes,Yes,,,,,,1,,Yes,Yes,,Yes,,,,,1.0,,Yes,Yes,Yes,Yes,Yes,UP,NO CHANGE,DECREASE,DOWN,DOWN,,,UP,,,,,,,,,,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,4074.0,3789.0,4358.0,24.5,2010,2016,2910.0,2701.0,3120.0,16.1
Kenya,53005614,Lower middle income,African Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,4579.0,2021,84.6,14.9,26.49,37.6,34.0,1.89,,14926.0,13002.0,16851.0,2021,28.2,Yes,,No,,No,,No,,"National, multiple numbers",,,16985.0,2018.0,Yes,,Yes,Yes,,Yes,2030,Yes,4224356.0,7969.638838633206,71264.0,296348.0,10720.0,6338.0,,Yes,,,2021.0,Yes,No,,,,Yes,,,No,,,No,,,Yes,,,Yes,"Yes, national",Yes,,2030.0,,,"Yes, partially funded",Yes,,Yes,,,,True,1,Yes,"Yes, national",2,,Yes,50.0,100.0,110.0,No,National,2030,Manual,2,,,Yes,0.08,0.08,National,2030,Yes,No,Yes,,Yes,,Hand held,,National,,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2030,,,No,3,,Yes,Yes,"Yes, national",2030,43.6,,,1,,No,No,,No,,,No,,4.0,No,Yes,Yes,No,No,No,UP,UP,INCREASE,UP,UP,CHANGE,NO CHANGE,UP,,,,,,ADVANCEMENT,ADVANCEMENT,NO CHANGE,,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,9928.0,8525.0,11331.0,23.9,2010,2016,11172.0,9675.0,12668.0,23.3
Kiribati,128874,Lower middle income,Western Pacific Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,8.0,2021,,,40.0,20.0,40.0,0.0,0.0,8.0,8.0,10.0,2021,6.2,,77,No,,,77,,77,"National, single number",,,43.0,2010.0,,,,,77,No,,,,,,,,,,No,,,,Yes,,,,77,Yes,,,,,,,,,,,,No,No,Yes,5.0,2023.0,5,2023,,No,,No,,,,False,0,No,No,2,,Yes,40.0,60.0,60.0,No,National,2023,Manual,3,,,Yes,0.05,0.0,National,2023,No,Some (not all) drivers are tested,Yes,,Yes,,Hand held,,No,,2,,Yes,No,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2023,,,No,3,,Yes,Yes,"Yes, national",2023,,,,1,,No,No,,No,,,No,,3.0,No,Yes,Yes,No,No,No,UP,NO CHANGE,INCREASE,,,,,,,,,,,CHANGE,ADVANCEMENT,CHANGE,CHANGE,,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,ADVANCEMENT,ADVANCEMENT,NO CHANGE,DOWN,DOWN,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,CHANGE,NO CHANGE,CHANGE,CHANGE,CHANGE,CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,6.0,5.0,7.0,5.6,2010,2016,2.0,2.0,2.0,1.7
Kuwait,4250114,High income,Eastern Mediterranean Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,323.0,2021,91.3,8.6,,,,,,389.0,345.0,432.0,2021,9.2,Yes,,No,,No,,No,,"National, single number",,,1533.0,2022.0,Yes,,Yes,No,,,,No,2370445.0,55773.68042363099,966064.0,39056.0,114051.0,41064.0,1218908,Yes,,,2021.0,Yes,No,,,,No,,,No,,,No,,,No,,,Yes,,No,,,,,,Yes,,No,,,,True,2,No,"Yes, national",2,,Yes,45.0,80.0,80.0,No,,,Automatic,1,,33,Yes,,,National,,No,Some (not all) drivers are tested,Yes,,Yes,,Hand held,,,,2,,Yes,No,Drivers and Passengers,Yes,Yes,No,,,,,,,No,2,,Yes,Not all,,,,,,1,,No,Yes,,No,,,,,1.0,Partially,Yes,Yes,No,Yes,Yes,UP,NO CHANGE,DECREASE,NO CHANGE,NO CHANGE,CHANGE,CHANGE,UP,INCREASE,INCREASE,INCREASE,INCREASE,INCREASE,NO CHANGE,,NO CHANGE,,,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,390.0,343.0,436.0,13.3,2010,2016,509.0,450.0,569.0,12.6
Kyrgyzstan,6527743,Lower middle income,European Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,869.0,2021,71.7,28.3,27.6,2.1,40.0,0.2,30.1,869.0,789.0,949.0,2021,13.3,Yes,,,77,,77,,77,,,,,,,55,,Yes,,,,,1396462.0,21392.72333484943,1103445.0,8911.0,234650.0,49456.0,,Yes,,,2021.0,No,,,,,,,,,,,,,,,,,,No,No,,,,,,Yes,,,55,,77,True,3,Yes,"Yes, national",1,,Yes,60.0,90.0,110.0,No,,,Automatic,1,,,Yes,,,,,No,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,,,2,,Yes,Yes,Drivers and Passengers,Yes,Yes,No,,,,,,,Yes (12 y),1,,Yes,,,,,,,1,,No,Yes,,No,,,,,1.0,,Yes,,,,,UP,UP,INCREASE,DOWN,DOWN,,,UP,INCREASE,INCREASE,,INCREASE,,,ADVANCEMENT,,,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,924.0,851.0,997.0,16.8,2010,2016,1069.0,985.0,1153.0,17.8
Lao People's Democratic Republic,7425057,Lower middle income,Western Pacific Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,831.0,2021,77.0,23.0,18.7,66.9,9.6,2.7,2.1,1217.0,1061.0,1373.0,2021,16.4,,77,,77,,77,,77,,,,7529.0,2021.0,No,55,Yes,No,,Yes,2030,Yes,,,,,,,,,,,2021.0,No,,,,77,,,,,,,,,,,,,No,No,Yes,50.0,2030.0,50,2030,"Yes, partially funded",,77,,,,77,True,1,Yes,"Yes, national",2,,Yes,40.0,90.0,,No,National,2030,Manual,2,,,Yes,0.05,0.05,National,2030,Yes,,No,,Yes,,Hand held,Hand free,No,,2,,Yes,No,Drivers and Passengers,Yes,Yes,No,,,"Yes, national",2030,,,No,2,,Yes,Not all,"Yes, national",2030,,,,1,,Yes,No,,No,,,No,,4.0,No,Yes,Yes,Yes,Yes,No,UP,NO CHANGE,INCREASE,DOWN,DOWN,CHANGE,NO CHANGE,,DECREASE,DECREASE,INCREASE,DECREASE,,,NO CHANGE,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,1710.0,1458.0,1961.0,27.0,2010,2016,1639.0,1425.0,1854.0,23.8
Latvia,1873919,High income,European Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,147.0,2021,74.8,24.5,48.300000000000004,9.5,29.3,8.8,4.1,183.0,168.0,197.0,2021,9.8,,77,No,,No,,No,,"National, single number",50% reduction,2030,,,Yes,55,Yes,Yes,,No,,Yes,1015480.0,54190.1757760074,758688.0,32879.0,94811.0,3992.0,123348,Yes,,66,2021.0,No,Yes,55,66,,Yes,55,66,Yes,55,66,Yes,55,66,Yes,55,66,No,"Yes, national",Yes,35.0,2027.0,25,2027,"Yes, fully funded",Yes,,Yes,55,66.0,,True,5,No,"Yes, national",2,,Yes,50.0,90.0,,No,No,,Manual,3,,,Yes,0.05,0.02,National,2030,Yes,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,National,2030,2,,Yes,Yes,Drivers and Passengers,Yes,Yes,No,55,66,"Yes, national",2030,99,99,Yes (150 cm),3,,Yes,Yes,"Yes, national",2030,90,90,86,2,,Yes,Yes,150 cm,No,55,66,"Yes, national",2030,1.0,Partially,Yes,Yes,Yes,Yes,Yes,DOWN,UP,DECREASE,DOWN,DOWN,CHANGE,ADVANCEMENT,DOWN,INCREASE,DECREASE,INCREASE,DECREASE,INCREASE,NO CHANGE,ADVANCEMENT,NO CHANGE,CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,2010,2016,244.0,232.0,255.0,11.6,2010,2016,193.0,180.0,207.0,9.8
Lebanon,5592631,Lower middle income,Eastern Mediterranean Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,378.0,2021,79.9,20.1,24.3,22.8,38.6,0.0,14.3,544.0,471.0,617.0,2021,9.7,Yes,,No,,No,,No,,"National, multiple numbers",,,,,No,,No,No,,,,No,2535914.0,45343.84621477799,2437081.0,203724.0,57156.0,19225.0,,Yes,,,2021.0,Yes,No,,,,No,,,No,,,No,,,No,,,No,,No,,,,,Not funded,Yes,,No,,,,True,1,Yes,No,3,,Yes,50.0,70.0,100.0,Yes,,,Manual and automated,3,,,Yes,0.05,0.0,National,,Yes,Some (not all) drivers are tested,Yes,,Yes,,Hand held,Hand free,,,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,,,,,,,Yes (10 y),3,,Yes,Yes,,,,,,2,,Yes,Yes,5 y,No,,,,,4.0,Partially,Yes,Yes,No,Yes,No,UP,DOWN,DECREASE,DOWN,DOWN,CHANGE,CHANGE,UP,INCREASE,INCREASE,INCREASE,INCREASE,,CHANGE,,NO CHANGE,,CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,1057.0,950.0,1164.0,21.2,2010,2016,1106.0,980.0,1232.0,17.7
