Country name,Population,Income group,WHO Region,GRSSR participation 2009,GRSSR participation 2013,GRSSR participation 2013,GRSSR participation 2015,GRSSR participation 2018,GRSSR participation 2013,GRSSR participation 2013,Reported fatalities,Year reported fatalities,Reported fatalities gender distribution  (% Males),Reported fatalities gender distribution  (%Females),Reported fatalities user distribution  (% powered light vehicles),Reported fatalities user distribution  (% powered 2/ wheelers),Reported fatalities user distribution  (% pedestrian),Reported fatalities user distribution  (% cyclist),Reported fatalities user distribution  (% other),WHO-estimated road traffic fatalities,Lower bound WHO-estimated road traffic fatalities,Upper bound WHO-estimated road traffic fatalities,Year WHO-estimated road traffic fatalities,WHO-estimated rate per 100 000 population,National law on universal access to emergency care,emergency care access legislation not validated,National law guaranteeing free-of-charge access to rehabilitative care for all injured,Access to rehab care legislation not validated,National law guaranteeing free-of-charge access to psychological services to road crash victims and their families,Psychological care access legislation not validated,National good Samaritan law,Good Samaritan law not validated,National emergency care access number,National target for time between serious crash and initial provision of professional emergency care,Year by National target for time between serious crash and initial provision of professional emergency care (year),Total paved kilometres (year),Year total paved kilometres,"Presence of technical standards for new roads that take account of all road-user safety, or align with relevant UN Conventions and regulate compliance with them",On roads technical standards country adheres to corresponding UN or equivalent international safety regulation,Presence of systematic approaches to assess/audit new roads,National law requiring a formal road safety inspection/assessment,Legislation on road inspection/assessment not validated,Target for roads to meet technical safety standards for all users,Year by target for roads to meet technical safety standards for all users (year),Investments to upgrade high risk locations,Total registered vehicles,Total registered vehicles rate per 100 000 pop,Cars and 4-wheeled light vehicles,Powered 2- and 3-wheelers,Heavy trucks,Buses,Other,Legislation on periodic vehicle technical inspection,On VTI country adheres to corresponding UN or equivalent international safety regulation,On VTI corresponding EU regulation mandatory for country.,Year total registered vehicles,Presence of high-quality safety standards for used-vehicle imports/exports 2,National law on front and side impact protection,On front and side impact protection country adheres to corresponding UN or equivalent international safety regulation,On front and side impact protection corresponding EU regulation mandatory for country.,Front and side impact protection legislation not validated,National law on seat belt and seat belt anchorages,Country adheres to corresponding UN or equivalent international safety regulation,Corresponding EU regulation mandatory for country.,National law on electronic stability control,On ESC country adheres to corresponding UN or equivalent international safety regulation,On ESC corresponding EU regulation mandatory for country.,National law on pedestrian protection,On pedestrian protection country adheres to corresponding UN or equivalent international safety regulation,On pedestrian protection corresponding EU regulation mandatory for country.,National law on motorcycle anti-lock braking systems,On ABS country adheres to corresponding UN or equivalent international safety regulation,On ABS corresponding EU regulation mandatory for country.,Government vehicle procurement practices include safety prerequisites,Presence of strategies to promote alternatives to individuals' use of powered vehicles,National road safety strategy,Fatality reduction target,Year by fatality reduction target,Non fatal reduction target (year),Year by non fatal reduction target,Funding to implement strategy,National legislation mandating third-party liability insurance for powered vehicles,Insurance legislation not validated,National law on driving time and rest periods for professional drivers,On driving time legislation country adheres to corresponding UN or equivalent international safety regulation,CP_109_FN66,On driving time legislation  not validated,Adhesion to at least one of the 7 UN core vehicle regulations,Adherence to one or more of the 7 UN road safety conventions,Presence of national lead agency to implement  national road safety action plan,Presence of agencies that  coordinate pre‐hospital and emergency medical services,Legislation setting appropriate urban speed limits for passenger cars and motorcycles,Speed legislation not validated,National law setting a speed limit,Maximum urban speed limit,Maximum rural speed limit,Maximum motorway speed limit,Local authorities can modify limits,Presence of targets to reduce speeds nationally,Year by targets to reduce speeds nationally,Available types of enforcement,Legislation on drink driving,Drink an drive legislation not validated,Alcohol consumption prohibited in country,National law on drink-driving,BAC limit – general population,BAC limit – young or novice drivers,Presence of targets to reduce driving after drinking nationally (year),Year by targets to reduce driving after drinking nationally,Random breath testing carried out,Testing carried out in case of fatal crash,Legislation on drug driving,Drug and diving legislation not validated,Legislation on distracted driving (mobile phones) while driving,Distracted driving legislation not validated,Ban on mobile phone use (Hand held),Ban on mobile phone use (Hand free),Presence of targets to reduce distracted driving nationally,Year by targets to reduce distracted driving nationally (year),Legislation requiring adult motorcycle riders to wear a helmet properly fastened that meets appropriate standards,Helmet legislation not validated,National motorcycle helmet law,Legislation requires helmet fastening,Legislation applies to drivers and passengers,Legislation applies to all road types,Legislation applies to all engine types,Legislation refers to and/or specifies helmet standard,Helmet standard adheres to corresponding UN or equivalent international safety regulation,Helmet standard corresponding EU regulation mandatory for country.,Presence of targets to increase helmet use,Year by target to increase helmet use,Helmet wearing rate (%Driver),Helmet wearing rate (% Passenger),Minimum age/height children are allowed as passengers on motorcycles nationally,Legislation on the use of seat belts for all motor vehicle occupants (UNVTI 8a),Seat belt legislation not validated,National seat-belt law,Legislation applies to front and rear seat occupants,Presence of targets to increase seat belt use,Year by target to increase seat belt use (year),Seat-belt wearing rate  (% Drivers),Seat-belt wearing rate (% front seat occupants),Seat-belt wearing rate  (% rear seat occupants),Legislation requiring the use of child safety restraint systems that meet appropriate standards,CRS legislation not validated,National child restraints use law,Children seated in front seat,Age or height specified for children requiring child restraint,Child restraint standard referred to and/or specified,CRS standard adheres to corresponding UN or equivalent international safety regulation,CRS standard corresponding EU regulation mandatory for country.,Presence of targets to increase child safety restraint use,Year by targets to increase child safety restraint use,Civil Registration and Vital Statistics level,Evolution of frequency and distribution of journeys by modal type,Speeding violations and speeding‐related injuries and fatalities,Driving under the influence of alcohol or drugs  and related road traffic‐related fatalities and injuries,Seat belt  and child-restraint systems use,Powered 2- and 3- wheeler helmet use,Mobile phone use while driving,Evolution of population,Evolution of income group,Evolution of reported fatalities,Evolution of WHO-estimated fatalities,Evolution of WHO-estimated fatality rate,Evolution of presence of systematic approaches to assess/audit new roads,Evolution of investments to upgrade high risk locations,Evolution of total registered vehicles,Evolution of cars and 4-wheeled light vehicles,Evolution of powered 2- and 3-wheelers,Evolution of heavy trucks,Evolution of buses,Evolution of other,Evolution of national emergency care access number,Evolution of strategies to promote alternatives to individuals' use of powered vehicles,Evolution of National road safety strategy,Evolution of fatality reduction target,Evolution of non fatal reduction target,Evolution of national lead agency to implement  national road safety action plan,Evolution Legislation setting appropriate urban speed limits for passenger cars and motorcycles,Evolution of national law setting a speed limit,Evolution of maximum urban speed limit,Evolution of maximum rural speed limit,Evolution of maximum motorway speed limit,Evolution of whether local authorities can modify limits,Evolution of available types of enforcement,Evolution of legislation on drink driving,Evolution of national law on drink-driving,Evolution of BAC limit – general population,Evolution of BAC limit – young or novice drivers,Evolution of Random breath testing carried out,Evolution of Testing carried out in case of fatal crash,Evolution of Legislation on drug driving,Evolution of Legislation on distracted driving (mobile phones) while driving,Evolution on ban on mobile phone use,Evolution of Legislation requiring adult motorcycle riders to wear a helmet properly fastened that meets appropriate standards,Evolution of National motorcycle helmet law,Evolution of presence of targets to reduce driving after drinking nationally,Evolution of legislation applies to drivers and passengers,Evolution of legislation applies to all road types,Evolution of legislation applies to all engine types,Evolution of legislation refers to and/or specifies helmet standard,Evolution of Helmet wearing rate,Evolution of minimum age/height children are allowed as passengers on motorcycles nationally,Evolution of legislation on the use of seat belts for all motor vehicle occupants,Evolution of national seat-belt law,Evolution of legislation applies to front and rear seat occupants,Evolution of seat-belt wearing rate,Evolution of legislation requiring the use of child safety restraint systems that meet appropriate standards,Evolution of national child restraints use law,Evolution of children seated in front seat,Evolution of age or height specified for children requiring child restraint,Evolution of child restraint standard referred to and/or specified,Evolution in Civil Registration and Vital Statistics qualification,Evolution in adhesion UN conventions,Year WHO-estimated road traffic fatalities (Update),Year WHO-estimated road traffic fatalities (Update),2010 WHO-estimated road traffic fatalities (update),2010 Lower bound WHO-estimated road traffic fatalities (update),2010 Upper bound WHO-estimated road traffic fatalities (update),2010 WHO-estimated rate per 100 000 population (update),Year WHO-estimated road traffic fatalities (Update),Year WHO-estimated road traffic fatalities (Update),2016 WHO-estimated road traffic fatalities (update),2016 Lower bound WHO-estimated road traffic fatalities (update),2016 Upper bound WHO-estimated road traffic fatalities (update),2016 WHO-estimated rate per 100 000 population (update)
Costa Rica,5153957,Upper middle income,Region of the Americas,2009.0,2013,2023,2015.0,2018.0,2013,2023,722.0,2021,86.1,13.9,24.0,40.0,24.7,10.4,0.9,798.0,734.0,863.0,2021,15.5,Yes,,Yes,,No,,No,,"National, single number",,,,,Yes,,Yes,Yes,,No,,No,2631200.0,51052.0363285918,1686979.0,756234.0,56980.0,47064.0,83943,Yes,,,2021.0,Yes,No,,,,Yes,,,No,,,No,,,No,,,No,No,No,,,,,Not funded,Yes,,No,,,,False,0,Yes,"Yes, national",2,,Yes,50.0,60.0,,No,National,2023,Manual,3,,,Yes,0.05,0.02,National,2023,No,Some (not all) drivers are tested,Yes,,Yes,,Hand held,,National,2023,2,,Yes,No,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2023,97.2,90.1,Yes (5 y),3,,Yes,Yes,"Yes, national",2023,70.6,62.9,36.42,2,,Yes,Yes,12 y / 145 cm,No,,,No,,1.0,No,Yes,No,No,No,No,UP,NO CHANGE,INCREASE,UP,UP,CHANGE,NO CHANGE,UP,INCREASE,INCREASE,DECREASE,INCREASE,INCREASE,NO CHANGE,ADVANCEMENT,NO CHANGE,,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,705.0,646.0,764.0,15.3,2010,2016,1028.0,949.0,1106.0,20.8
Côte d'Ivoire,27478249,Lower middle income,African Region,,2013,2023,2015.0,2018.0,2013,2023,1614.0,2021,79.0,21.0,11.1,35.0,40.2,0.3,13.4,5670.0,4883.0,6456.0,2021,20.6,,77,,77,,77,,77,"National, multiple numbers",,2030,7499.0,2021.0,Yes,,Yes,No,,,,Yes,,,,,,,,Yes,,,2021.0,Yes,,,,,,,,,,,,,,,,,Yes,No,Yes,50.0,2030.0,50,2030,"Yes, partially funded",Yes,,,,,77,True,3,Yes,"Yes, national",1,,Yes,60.0,110.0,120.0,No,National,2030,Manual,2,,,Yes,0.08,0.08,National,2030,No,"Yes, all drivers are tested",No,,Yes,,Hand held,Hand free,National,2030,2,,Yes,No,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2030,30,2,No,2,,Yes,Not all,"Yes, national",2030,30,30,,1,,No,No,,No,,,No,,4.0,No,Yes,Yes,No,Yes,Yes,UP,NO CHANGE,INCREASE,UP,UP,CHANGE,NO CHANGE,,,DECREASE,INCREASE,INCREASE,,CHANGE,ADVANCEMENT,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,4695.0,3987.0,5403.0,22.2,2010,2016,4846.0,4150.0,5542.0,20.0
Croatia,4060135,High income,European Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,292.0,2021,79.1,20.9,44.17,21.92,12.7,9.6,11.61,328.0,308.0,348.0,2021,8.1,Yes,,No,,No,,No,,"National, multiple numbers",10 mn in urban area,2030,26652.0,2022.0,Yes,55,Yes,Yes,,Yes,2030,Yes,2437190.0,60027.31436269976,1956996.0,148192.0,51072.0,5136.0,,Yes,,66,2021.0,Yes,Yes,55,66,,Yes,55,66,Yes,55,66,Yes,55,66,Yes,55,66,,"Yes, national",Yes,50.0,2030.0,50,2030,,Yes,,Yes,55,66.0,,True,6,No,"Yes, national",3,,Yes,50.0,90.0,130.0,Yes,National,2030,Manual,3,,,Yes,0.05,0.0,National,2030,Yes,Some (not all) drivers are tested,Yes,,Yes,,Hand held,,National,2030,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,55,66,"Yes, national",2030,94,95,Yes (12 y),3,,Yes,Yes,"Yes, national",2030,61.1,61.9,13.9,2,,Yes,Yes,135 cm,No,55,66,"Yes, national",2030,1.0,Partially,Yes,Yes,No,Yes,Yes,DOWN,NO CHANGE,DECREASE,DOWN,DOWN,CHANGE,NO CHANGE,UP,INCREASE,DECREASE,DECREASE,INCREASE,,NO CHANGE,CHANGE,NO CHANGE,CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,2010,2016,460.0,437.0,484.0,10.5,2010,2016,351.0,333.0,368.0,8.3
Cuba,11256372,Upper middle income,Region of the Americas,2009.0,2013,2023,2015.0,2018.0,2013,2023,589.0,2021,81.0,19.0,15.0,26.9,30.4,12.2,15.5,613.0,556.0,670.0,2021,5.4,Yes,,Yes,,No,,No,,"National, multiple numbers",,,,,Yes,,Yes,Yes,,Yes,2022,Yes,663898.0,5897.974942548096,267773.0,256216.0,98721.0,18728.0,22460,Yes,,,2021.0,Yes,No,,,,Yes,,,No,,,No,,,No,,,Yes,No,Yes,0.0,2030.0,,,Not funded,No,,Yes,,,,True,3,No,"Yes, national",2,,Yes,50.0,90.0,100.0,No,National,2030,Manual,3,,,Yes,0.0025,0.0025,National,2030,No,"Yes, all drivers are tested",Yes,,Yes,,Hand held,Hand free,National,2030,2,,Yes,Yes,Drivers and Passengers,Yes,Yes,No,,,"Yes, national",2030,95,95,Yes (7 y),3,,Yes,Yes,,,,,,1,,No,Yes,,No,,,No,,1.0,Partially,Yes,No,No,Yes,No,NO CHANGE,NO CHANGE,DECREASE,DOWN,DOWN,CHANGE,ADVANCEMENT,NO CHANGE,DECREASE,INCREASE,INCREASE,DECREASE,INCREASE,CHANGE,NO CHANGE,NO CHANGE,CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,ADVANCEMENT,NO CHANGE,NO CHANGE,DOWN,DOWN,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,DOWN,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,911.0,830.0,991.0,8.1,2010,2016,1004.0,916.0,1092.0,8.9
Cyprus,1244188,High income,European Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,45.0,2021,80.0,20.0,42.8,30.4,22.1,2.1,2.5999999999999996,49.0,46.0,51.0,2021,3.9,Yes,,,77,,77,No,,"National, single number",,2030,272.0,2018.0,Yes,,Yes,Yes,,Yes,,Yes,941.0,75.63165695216479,701.0,61386.0,19.0,4.0,154,Yes,,66,2021.0,Yes,Yes,55,66,,Yes,55,66,Yes,55,66,Yes,55,66,Yes,55,66,Yes,"Yes, national",Yes,50.0,2030.0,50,2030,,Yes,,Yes,55,66.0,,True,5,Yes,"Yes, national",1,,Yes,65.0,,100.0,Yes,National,2030,Manual,3,,,Yes,0.05,0.02,National,2030,Yes,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,National,2030,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,55,66,"Yes, national",2030,75.6,68.3,Yes (12 y),3,,Yes,Yes,"Yes, national",2030,85.9,85.9,86.6,3,,Yes,Yes,135 cm,Yes,55,66,"Yes, national",2030,1.0,No,Yes,Yes,Yes,Yes,Yes,UP,NO CHANGE,DECREASE,DOWN,DOWN,CHANGE,NO CHANGE,DOWN,DECREASE,INCREASE,DECREASE,DECREASE,DECREASE,NO CHANGE,CHANGE,NO CHANGE,CHANGE,N(A,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,ADVANCEMENT,NO CHANGE,NO CHANGE,DOWN,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,DECREASE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,2010,2016,81.0,77.0,85.0,7.2,2010,2016,61.0,58.0,64.0,5.1
Czechia,10510751,High income,European Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,532.0,2021,,,53.7,10.3,21.3,8.7,6.0,548.0,507.0,590.0,2021,5.2,,77,,77,,77,,77,"National, multiple numbers",,,110328.0,2021.0,Yes,55,Yes,Yes,,Yes,2030,No,6088730.0,57928.6,4870051.0,1217894.0,732.0,19.0,28,Yes,,66,2021.0,Yes,Yes,55,66,,Yes,55,66,Yes,55,66,Yes,55,66,Yes,,66,Yes,"Yes, national",Yes,1.0,2030.0,10,2030,,,77,Yes,55,66.0,,True,6,Yes,"Yes, national",3,,Yes,50.0,90.0,130.0,Yes,National,2030,Manual,2,,,Yes,0.03,0.03,National,,Yes,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,,,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,55,66,,,100,,Yes (12 y),3,,Yes,Yes,,,,,,3,,Yes,Yes,150 cm,Yes,55,66,,,1.0,,Yes,,Yes,Yes,Yes,NO CHANGE,NO CHANGE,,DOWN,DOWN,CHANGE,,UP,DECREASE,INCREASE,DECREASE,DECREASE,DECREASE,,CHANGE,NO CHANGE,CHANGE,N(A,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,2010,2016,827.0,783.0,870.0,7.9,2010,2016,630.0,593.0,667.0,6.0
Democratic Republic of the Congo,95894118,Low income,African Region,2009.0,2013,2023,2015.0,2018.0,2013,2023,3364.0,2021,84.55,15.45,36.1,11.7,51.9,0.0,0.3,15615.0,12655.0,18574.0,2021,16.3,No,,No,,No,,,77,Partial coverage,,,,,No,,No,No,,No,,No,,,,,,,,Yes,,,,Yes,,,,77,,,,,,,,,,,,,No,No,No,,,,,,Yes,,No,,,,True,3,Yes,"Yes, national",1,,Yes,60.0,90.0,120.0,No,National,,Speed limiters,1,,,Yes,0.1,0.1,No,,Yes,No,No,,No,,,,No,,2,,Yes,No,Drivers and Passengers,Yes,Yes,No,,,No,,,,No,2,,Yes,Not all,No,,,,,1,,No,No,,No,,,No,,4.0,No,Yes,Yes,No,Yes,Yes,UP,NO CHANGE,INCREASE,DOWN,DOWN,CHANGE,CHANGE,,,,,,,CHANGE,ADVANCEMENT,NO CHANGE,,N(A,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,17624.0,14263.0,20985.0,26.5,2010,2016,18037.0,14640.0,21435.0,22.2
Denmark,5854240,High income,European Region,,2013,2023,2015.0,2018.0,2013,2023,130.0,2021,72.0,28.0,49.300000000000004,13.1,14.6,16.9,6.1,134.0,125.0,143.0,2021,2.3,,77,,77,,77,,77,,,,74300.0,2021.0,Yes,55,Yes,Yes,,No,,Yes,,,,,,,,Yes,,66,,,Yes,55,66,,Yes,55,66,Yes,55,66,Yes,55,66,Yes,55,66,,"Yes, subnational",Yes,50.0,2030.0,50,2030,,,77,Yes,55,66.0,,True,6,No,,3,,Yes,50.0,80.0,130.0,Yes,No,,Manual,2,,,Yes,0.05,0.05,National,,Yes,Some (not all) drivers are tested,Yes,,Yes,,Hand held,,National,,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,55,66,No,,,,Yes (5 y / 135 cm),3,,Yes,Yes,"Yes, national",,97,,89,3,,Yes,Yes,135 cm,Yes,55,66,"Yes, national",,1.0,Yes,Yes,Yes,Yes,Yes,No,UP,NO CHANGE,DECREASE,DOWN,DOWN,CHANGE,NO CHANGE,,,,,,,,ADVANCEMENT,NO CHANGE,CHANGE,N(A,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,UP,2010,2016,272.0,255.0,288.0,4.9,2010,2016,218.0,205.0,230.0,3.8
Dominica,72412,Upper middle income,Region of the Americas,,2013,2023,2015.0,2018.0,2013,2023,8.0,2021,88.0,12.0,17.0,0.0,17.0,0.0,66.0,8.0,7.0,9.0,2021,11.0,No,,No,,No,,No,,"National, multiple numbers",,,905.0,2021.0,Yes,,Yes,Yes,,No,,Yes,39388.0,54394.29928741093,,,,,,No,,,2021.0,No,No,,,,No,,,No,,,No,,,No,,,No,No,No,,,,,,Yes,,No,,,,False,0,Yes,"Yes, national",1,,No,,,,No,No,,Speed limiters,2,,,Yes,0.08,0.08,No,,No,No,Yes,,No,,,,No,,1,,No,No,,No,No,No,,,No,,,,No,3,,Yes,Yes,No,,,,,1,,No,No,,No,,,No,,3.0,No,Yes,No,No,No,No,UP,NO CHANGE,NO CHANGE,,,CHANGE,ADVANCEMENT,UP,,,,,,CHANGE,ADVANCEMENT,,,N(A,NO CHANGE,NO CHANGE,NO CHANGE,,,,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,7.0,7.0,7.0,10.2,2010,2016,5.0,,,7.1
Dominican Republic,11117873,Upper middle income,Region of the Americas,2009.0,2013,2023,2015.0,2018.0,2013,2023,2967.0,2021,87.0,12.0,10.0,71.0,12.0,1.0,6.0,3048.0,2826.0,3270.0,2021,27.4,Yes,,No,,No,,No,,"National, single number",,2030,5596.0,2019.0,Yes,,No,No,,Yes,2030,No,5152448.0,46343.82853626768,1683453.0,2874590.0,57621.0,48144.0,488640,Yes,,,2021.0,Yes,No,,,,No,,,No,,,No,,,No,,,No,"Yes, national",Yes,50.0,2030.0,20,2030,"Yes, partially funded",Yes,,Yes,,,,True,1,Yes,"Yes, national",1,,Yes,60.0,60.0,120.0,No,National,2030,Manual,3,,,Yes,0.05,0.0,National,2030,No,No,Yes,,Yes,,Hand held,,National,2030,2,,Yes,No,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2030,,,Yes (8 y),3,,Yes,Yes,"Yes, national",2030,,,,2,,Yes,Yes,6 y,Yes,,,"Yes, national",2030,1.0,Partially,Yes,No,No,No,No,UP,NO CHANGE,INCREASE,UP,UP,CHANGE,CHANGE,UP,INCREASE,INCREASE,DECREASE,DECREASE,INCREASE,NO CHANGE,ADVANCEMENT,,CHANGE,CHANGE,ADVANCEMENT,CHANGE,NO CHANGE,UP,UP,UP,,ADVANCEMENT,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,CHANGE,,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,2190.0,2045.0,2335.0,22.4,2010,2016,3203.0,2975.0,3432.0,30.4
Ecuador,17797737,Upper middle income,Region of the Americas,2009.0,2013,2023,2015.0,2018.0,2013,2023,2131.0,2021,68.61,12.48,2.0,17.0,9.0,1.0,71.0,4173.0,3846.0,4501.0,2021,23.4,Yes,,Yes,,No,,No,,"National, single number",,2030,,,Yes,,Yes,No,,Yes,2030,Yes,2535853.0,14248.17660807101,1658243.0,722381.0,127282.0,22193.0,5754,Yes,,,2021.0,Yes,No,,,,Yes,,,Yes,,,No,,,Yes,,,No,"Yes, national",Yes,50.0,2030.0,50,2030,"Yes, partially funded",Yes,,No,,,,True,1,Yes,"Yes, national",1,,Yes,60.0,120.0,135.0,Yes,National,2030,Manual,2,,,Yes,0.03,0.03,National,2030,Yes,"Yes, all drivers are tested",Yes,,Yes,,Hand held,,National,2030,3,,Yes,Yes,Drivers and Passengers,Yes,Yes,Yes,,,"Yes, national",2030,25.94,12.83,Yes (7 y),3,,Yes,Yes,"Yes, national",2030,20.39,,,1,,Yes,Yes,,No,,,"Yes, national",2030,1.0,Partially,Yes,Yes,No,Yes,Yes,UP,NO CHANGE,DECREASE,UP,UP,CHANGE,NO CHANGE,UP,INCREASE,INCREASE,INCREASE,INCREASE,INCREASE,ADVANCEMENT,CHANGE,CHANGE,CHANGE,CHANGE,NO CHANGE,CHANGE,NO CHANGE,UP,UP,UP,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,NO CHANGE,ADVANCEMENT,NO CHANGE,NO CHANGE,CHANGE,NO CHANGE,NO CHANGE,CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,NO CHANGE,2010,2016,3399.0,3213.0,3585.0,22.7,2010,2016,2850.0,2640.0,3060.0,17.3
